ID,age,var1,var2,var3,var4,var5,row_id,Class
4,62,-0.483780625708744,-0.945408831123893,0.586735339092625,-0.224961271044116,-1.67112705864224,1,1
5,69,0.516862044313609,0.856923010899318,-0.30174666386638,-0.321892586182801,-0.0775389667912034,2,1
7,70,-0.215380507641693,2.41677335378821,0.961264151809677,-1.66792804577932,0.0547365250574253,3,1
8,64,0.0652930335253153,-1.65104889568819,-1.45646591707643,-0.436829976913125,-2.11120837326053,4,1
11,64,-0.741336096272828,0.510132546878663,-0.444781978336992,0.279627862431757,0.986058221060247,5,1
13,68,0.0377883991710788,-0.996780742207522,0.673253863354836,-0.00406065343634058,-0.799513953576531,6,1
14,62,0.310480749443137,0.144475704710697,0.0721667524147558,-0.278454024963586,0.0798738186740527,7,1
15,67,0.436523478910183,-0.0143074131669134,-1.50775731753668,0.474911714034054,-0.322746361825109,8,1
16,66,-0.458365332711106,-1.79028123726406,0.0261002253262418,-0.279072170787307,0.146417178667962,9,1
17,69,-1.06332613397119,0.034551067133851,-0.316415868196993,0.813400374079065,2.30506198204569,10,1
18,68,1.26318517608949,0.190230315692457,-0.102346513520598,0.904435464449695,-1.12460367125824,11,1
20,63,-0.865512862653374,-1.05501704260268,0.498658043829925,-1.17669215774973,-0.516759449743733,12,1
23,70,1.10992028971364,0.456236403179813,0.381425829451352,0.797380500549836,-0.0820869037757183,13,1
24,66,0.0847372921971965,-1.13558847037434,-0.783515789013048,-1.95820517465693,0.787133614322708,14,1
28,69,-0.324685911490835,-2.15764633501528,0.464967990785852,-0.913566048164992,-1.07420660953035,15,1
30,66,-0.895363357977542,-0.829477611624518,-0.285845423591384,0.333369970155182,-0.213307143233068,16,1
31,68,-1.31080153332797,-0.573560270768283,0.504126254591608,-0.17063961823861,0.313228771994335,17,1
32,68,1.99721338474797,1.50390060900454,-1.15591652508367,0.81882813653178,-0.0899751970156634,18,1
33,69,0.600708823672418,-0.774144929605405,-0.127148606825662,0.388365162819368,1.07051603677834,19,1
35,66,-0.611165916680421,-1.26068287881878,1.18118089143852,0.23111493441816,-0.522616697195916,20,1
