    -0.090    -0.570     1.262    -1.525     0.411     0.014     0.696     0.290     2.000
     0.556     1.889     1.062     0.259     0.210     0.024     0.830     0.146     2.000
     1.093    -0.177    -1.939     1.197    -0.192     0.171     0.763     0.066     2.000
     1.093     1.397    -0.438     0.165    -0.091     0.037     0.929     0.034     2.000
    -0.628     0.119     0.662     0.446    -0.694     0.058     0.280     0.663     3.000
    -0.090    -0.275    -0.238    -0.398    -0.091     0.106     0.677     0.216     2.000
     1.093     0.315    -0.038    -0.774     1.616     0.025     0.943     0.032     2.000
     1.093    -0.767    -1.438    -0.023    -2.402     0.021     0.907     0.072     2.000
     0.556     1.102    -1.338    -0.680    -0.292     0.148     0.837     0.015     2.000
     0.018    -1.062     0.262    -0.962    -1.096     0.020     0.665     0.316     2.000
    -2.134     0.807    -0.338    -0.023     0.813     0.874     0.041     0.085     1.000
     1.631     0.217    -0.438    -0.586     0.612     0.010     0.972     0.018     2.000
     0.233     0.119     1.162    -0.868    -2.302     0.004     0.695     0.301     2.000
     0.125     0.709     0.162    -0.868    -0.091     0.058     0.848     0.093     2.000
    -0.090    -0.865    -1.438     1.197     2.621     0.693     0.191     0.116     1.000
    -0.520    -1.160    -0.938     0.728     0.110     0.308     0.264     0.428     3.000
    -0.520    -0.275    -0.538    -0.023     1.315     0.426     0.382     0.193     1.000
    -0.197     1.201    -1.238    -0.962     0.310     0.433     0.550     0.018     2.000
    -1.703     0.610     0.862     0.071     1.415     0.394     0.126     0.480     3.000
     2.169     2.283    -1.738     0.352    -0.493     0.024     0.974     0.002     2.000
     0.018    -0.964    -1.138    -1.431     0.411     0.172     0.771     0.057     2.000
     0.556     0.119    -0.138    -0.680    -0.091     0.035     0.883     0.082     2.000
     0.663     3.070     0.562    -0.492     0.511     0.042     0.938     0.020     2.000
     1.416     0.020     2.263     0.352    -2.302     0.000     0.525     0.475     2.000
    -1.058     0.906    -0.338    -0.774    -1.297     0.362     0.478     0.160     2.000
    -1.058     0.807    -0.438    -0.586    -0.192     0.521     0.356     0.123     1.000
     0.340     1.594    -0.738    -2.463    -0.393     0.060     0.936     0.005     2.000
    -0.413     0.119    -2.039    -0.117     1.014     0.804     0.179     0.017     1.000
     2.707     1.201     0.662    -0.774    -0.292     0.000     0.994     0.006     2.000
    -1.381    -1.652     0.962    -0.586     0.009     0.034     0.103     0.863     3.000
    -1.596    -0.767    -0.938     0.259     1.014     0.776     0.063     0.160     1.000
     0.771     0.119     1.162     0.634     0.712     0.010     0.592     0.398     2.000
     0.878    -0.570    -0.038     0.259    -0.292     0.017     0.767     0.216     2.000
     0.771     0.217     0.362    -0.680     0.712     0.019     0.899     0.082     2.000
     0.340    -1.652     1.162     0.634     0.110     0.004     0.195     0.801     3.000
     0.556     0.512    -0.738     1.666     0.511     0.194     0.578     0.228     2.000
    -1.273    -0.472     0.762     0.728     0.813     0.108     0.089     0.804     3.000
     0.771    -0.472     0.962    -0.774    -0.694     0.004     0.791     0.206     2.000
    -1.165    -0.177     1.562     0.728    -1.598     0.008     0.055     0.936     3.000
    -0.520    -0.570     1.562     1.291     1.014     0.012     0.072     0.917     3.000
    -2.456    -1.652     1.062    -0.680    -1.598     0.029     0.026     0.946     3.000
    -1.058     0.610    -1.338    -0.023     0.210     0.819     0.138     0.043     1.000
     0.771     0.020     0.562    -1.149    -0.393     0.007     0.911     0.081     2.000
     0.771    -2.931    -0.338    -0.868     0.813     0.015     0.720     0.265     2.000
    -0.090     1.102     0.062    -0.962     2.320     0.249     0.703     0.047     2.000
    -1.165    -0.668     1.162     0.822    -0.694     0.018     0.055     0.927     3.000
     1.416     0.217     0.762     0.446    -0.091     0.004     0.835     0.161     2.000
    -1.703     0.315    -1.839     1.009     0.310     0.958     0.017     0.025     1.000
     0.018    -1.062     0.362     1.009    -0.795     0.017     0.224     0.758     3.000
    -0.520    -1.455    -0.338    -2.088    -0.393     0.087     0.747     0.166     2.000
    -1.165     1.496    -0.338    -0.492    -1.297     0.481     0.389     0.130     1.000
     0.233     1.889    -0.638     1.479    -1.699     0.178     0.647     0.174     2.000
    -0.950     0.610     0.062     1.385    -0.895     0.198     0.164     0.638     3.000
     0.233     0.217     0.662    -0.211     0.210     0.031     0.706     0.263     2.000
     0.556     0.119     0.362     0.728     0.009     0.029     0.630     0.342     2.000
     0.663     0.315     0.262    -0.211    -0.996     0.015     0.838     0.147     2.000
     0.448    -0.275    -0.638    -1.525    -0.493     0.039     0.921     0.039     2.000
     1.631     1.004     0.062     0.540    -0.493     0.007     0.940     0.053     2.000
    -0.950     0.709    -0.438    -1.055    -0.694     0.380     0.509     0.112     2.000
     1.846    -0.570    -1.839     0.446    -0.996     0.020     0.955     0.026     2.000
    -0.413     0.119     0.162     2.229     0.310     0.108     0.126     0.766     3.000
    -0.735     0.020     1.662    -0.398     0.511     0.026     0.282     0.692     3.000
     0.878     0.119    -1.438    -0.398    -0.594     0.074     0.899     0.028     2.000
     0.233     1.004     1.062    -1.712     1.415     0.026     0.919     0.055     2.000
     0.878    -0.472     0.962     0.728     1.014     0.009     0.552     0.439     2.000
    -0.197     0.610     0.362    -0.117    -0.493     0.076     0.639     0.285     2.000
     0.986     0.217    -0.938    -1.337    -1.096     0.019     0.965     0.016     2.000
     0.233     0.020    -1.438    -0.305     0.411     0.298     0.657     0.045     2.000
     0.340     1.004     1.462     1.760    -0.493     0.009     0.266     0.725     3.000
     0.125     0.119     0.562     0.634    -0.091     0.037     0.484     0.478     2.000
     1.524    -1.062     0.162    -0.680     0.813     0.004     0.926     0.069     2.000
    -1.488    -1.259     0.262     1.009     0.110     0.098     0.045     0.857     3.000
    -1.596    -0.275    -1.538    -0.492    -0.594     0.850     0.091     0.059     1.000
     0.340    -0.668     1.062     0.071    -0.694     0.006     0.446     0.548     3.000
     1.954    -1.160     1.562    -0.680     0.310     0.000     0.862     0.138     2.000
     0.233    -0.668    -0.038    -1.806     0.310     0.033     0.894     0.072     2.000
    -0.413    -1.751    -1.238     1.009    -0.393     0.238     0.228     0.534     3.000
    -1.703    -0.373    -0.338     0.446     0.310     0.546     0.080     0.374     1.000
     1.309    -0.373    -0.538    -0.680    -0.895     0.008     0.951     0.040     2.000
     0.663    -0.275     0.762    -1.806     1.817     0.013     0.932     0.055     2.000
     0.233     0.020     0.362     0.165    -1.397     0.021     0.616     0.363     2.000
     0.986     0.414    -0.938     1.479     1.616     0.187     0.704     0.110     2.000
    -0.735    -0.472    -0.138    -0.211     0.110     0.216     0.391     0.392     3.000
     0.340     0.315     1.462    -0.868     0.009     0.008     0.753     0.239     2.000
    -0.950    -0.964     0.262     0.259    -1.297     0.052     0.165     0.783     3.000
     1.309     0.709     0.862     0.916     0.813     0.009     0.799     0.192     2.000
    -2.026     0.119     0.962     0.071     1.315     0.314     0.071     0.615     3.000
     0.125    -0.078     1.863    -0.774    -0.996     0.003     0.517     0.480     2.000
    -0.090    -0.668    -2.639    -1.431     0.712     0.639     0.354     0.007     1.000
    -0.950     1.693    -2.539    -1.149     1.315     0.958     0.041     0.001     1.000
    -0.305     0.414     0.762    -0.211     1.717     0.127     0.562     0.312     2.000
    -0.413     0.217    -0.338     0.540    -0.895     0.180     0.443     0.377     2.000
    -0.950    -2.538     0.862     1.760    -0.996     0.003     0.010     0.987     3.000
