    -0.090    -0.570     1.262    -1.525     0.411     0.350     0.650     2.000
     0.556     1.889     1.062     0.259     0.210     0.640     0.360     1.000
     1.093    -0.177    -1.939     1.197    -0.192     0.841     0.159     1.000
     1.093     1.397    -0.438     0.165    -0.091     0.861     0.139     1.000
    -0.628     0.119     0.662     0.446    -0.694     0.287     0.713     2.000
    -0.090    -0.275    -0.238    -0.398    -0.091     0.622     0.378     1.000
     1.093     0.315    -0.038    -0.774     1.616     0.844     0.156     1.000
     1.093    -0.767    -1.438    -0.023    -2.402     0.600     0.400     1.000
     0.556     1.102    -1.338    -0.680    -0.292     0.949     0.051     1.000
     0.018    -1.062     0.262    -0.962    -1.096     0.314     0.686     2.000
    -2.134     0.807    -0.338    -0.023     0.813     0.818     0.182     1.000
     1.631     0.217    -0.438    -0.586     0.612     0.831     0.169     1.000
     0.233     0.119     1.162    -0.868    -2.302     0.204     0.796     2.000
     0.125     0.709     0.162    -0.868    -0.091     0.748     0.252     1.000
    -0.090    -0.865    -1.438     1.197     2.621     0.833     0.167     1.000
    -0.520    -1.160    -0.938     0.728     0.110     0.510     0.490     1.000
    -0.520    -0.275    -0.538    -0.023     1.315     0.762     0.238     1.000
    -0.197     1.201    -1.238    -0.962     0.310     0.962     0.038     1.000
    -1.703     0.610     0.862     0.071     1.415     0.556     0.444     1.000
     2.169     2.283    -1.738     0.352    -0.493     0.978     0.022     1.000
     0.018    -0.964    -1.138    -1.431     0.411     0.846     0.154     1.000
     0.556     0.119    -0.138    -0.680    -0.091     0.708     0.292     1.000
     0.663     3.070     0.562    -0.492     0.511     0.930     0.070     1.000
     1.416     0.020     2.263     0.352    -2.302     0.038     0.962     2.000
    -1.058     0.906    -0.338    -0.774    -1.297     0.769     0.231     1.000
    -1.058     0.807    -0.438    -0.586    -0.192     0.829     0.171     1.000
     0.340     1.594    -0.738    -2.463    -0.393     0.971     0.029     1.000
    -0.413     0.119    -2.039    -0.117     1.014     0.956     0.044     1.000
     2.707     1.201     0.662    -0.774    -0.292     0.721     0.279     1.000
    -1.381    -1.652     0.962    -0.586     0.009     0.133     0.867     2.000
    -1.596    -0.767    -0.938     0.259     1.014     0.709     0.291     1.000
     0.771     0.119     1.162     0.634     0.712     0.284     0.716     2.000
     0.878    -0.570    -0.038     0.259    -0.292     0.420     0.580     2.000
     0.771     0.217     0.362    -0.680     0.712     0.676     0.324     1.000
     0.340    -1.652     1.162     0.634     0.110     0.070     0.930     2.000
     0.556     0.512    -0.738     1.666     0.511     0.706     0.294     1.000
    -1.273    -0.472     0.762     0.728     0.813     0.254     0.746     2.000
     0.771    -0.472     0.962    -0.774    -0.694     0.272     0.728     2.000
    -1.165    -0.177     1.562     0.728    -1.598     0.064     0.936     2.000
    -0.520    -0.570     1.562     1.291     1.014     0.098     0.902     2.000
    -2.456    -1.652     1.062    -0.680    -1.598     0.067     0.933     2.000
    -1.058     0.610    -1.338    -0.023     0.210     0.908     0.092     1.000
     0.771     0.020     0.562    -1.149    -0.393     0.541     0.459     1.000
     0.771    -2.931    -0.338    -0.868     0.813     0.302     0.698     2.000
    -0.090     1.102     0.062    -0.962     2.320     0.924     0.076     1.000
    -1.165    -0.668     1.162     0.822    -0.694     0.090     0.910     2.000
     1.416     0.217     0.762     0.446    -0.091     0.359     0.641     2.000
    -1.703     0.315    -1.839     1.009     0.310     0.888     0.112     1.000
     0.018    -1.062     0.362     1.009    -0.795     0.141     0.859     2.000
    -0.520    -1.455    -0.338    -2.088    -0.393     0.602     0.398     1.000
    -1.165     1.496    -0.338    -0.492    -1.297     0.820     0.180     1.000
     0.233     1.889    -0.638     1.479    -1.699     0.742     0.258     1.000
    -0.950     0.610     0.062     1.385    -0.895     0.392     0.608     2.000
     0.233     0.217     0.662    -0.211     0.210     0.481     0.519     2.000
     0.556     0.119     0.362     0.728     0.009     0.408     0.592     2.000
     0.663     0.315     0.262    -0.211    -0.996     0.499     0.501     2.000
     0.448    -0.275    -0.638    -1.525    -0.493     0.803     0.197     1.000
     1.631     1.004     0.062     0.540    -0.493     0.652     0.348     1.000
    -0.950     0.709    -0.438    -1.055    -0.694     0.825     0.175     1.000
     1.846    -0.570    -1.839     0.446    -0.996     0.797     0.203     1.000
    -0.413     0.119     0.162     2.229     0.310     0.294     0.706     2.000
    -0.735     0.020     1.662    -0.398     0.511     0.233     0.767     2.000
     0.878     0.119    -1.438    -0.398    -0.594     0.882     0.118     1.000
     0.233     1.004     1.062    -1.712     1.415     0.796     0.204     1.000
     0.878    -0.472     0.962     0.728     1.014     0.252     0.748     2.000
    -0.197     0.610     0.362    -0.117    -0.493     0.554     0.446     1.000
     0.986     0.217    -0.938    -1.337    -1.096     0.861     0.139     1.000
     0.233     0.020    -1.438    -0.305     0.411     0.904     0.096     1.000
     0.340     1.004     1.462     1.760    -0.493     0.161     0.839     2.000
     0.125     0.119     0.562     0.634    -0.091     0.352     0.648     2.000
     1.524    -1.062     0.162    -0.680     0.813     0.508     0.492     1.000
    -1.488    -1.259     0.262     1.009     0.110     0.170     0.830     2.000
    -1.596    -0.275    -1.538    -0.492    -0.594     0.846     0.154     1.000
     0.340    -0.668     1.062     0.071    -0.694     0.152     0.848     2.000
     1.954    -1.160     1.562    -0.680     0.310     0.144     0.856     2.000
     0.233    -0.668    -0.038    -1.806     0.310     0.706     0.294     1.000
    -0.413    -1.751    -1.238     1.009    -0.393     0.394     0.606     2.000
    -1.703    -0.373    -0.338     0.446     0.310     0.537     0.463     1.000
     1.309    -0.373    -0.538    -0.680    -0.895     0.661     0.339     1.000
     0.663    -0.275     0.762    -1.806     1.817     0.715     0.285     1.000
     0.233     0.020     0.362     0.165    -1.397     0.325     0.675     2.000
     0.986     0.414    -0.938     1.479     1.616     0.829     0.171     1.000
    -0.735    -0.472    -0.138    -0.211     0.110     0.543     0.457     1.000
     0.340     0.315     1.462    -0.868     0.009     0.350     0.650     2.000
    -0.950    -0.964     0.262     0.259    -1.297     0.186     0.814     2.000
     1.309     0.709     0.862     0.916     0.813     0.451     0.549     2.000
